Iteration,Blue Action,Blue Observation,Blue Reward,Red Action,Red Observation,Red Reward
28,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 49671, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
29,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
30,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 45083, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
31,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
32,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46789, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
33,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
34,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 40024, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
35,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
36,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 43150, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
37,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
38,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 42622, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
39,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
40,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 43655, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
41,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
42,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46203, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
43,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
44,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46789, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
45,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
46,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46590, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
47,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
48,Remove Enterprise1,"{'success': False, 'Op_Server0': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}]}, {'Connections': [{'local_port': 21, 'remote_port': 46852, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': None}], 'PID': 27893}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX', 'OSDistribution': 'OperatingSystemDistribution.UBUNTU', 'OSVersion': 'OperatingSystemVersion.U18_04_3', 'Architecture': 'Architecture.x64'}}}",-0.1,ExploitRemoteService 10.10.30.20,"{'success': True, '10.10.10.10': {'Processes': [{'Connections': [{'local_port': 4444, 'remote_port': '22', 'local_address': IPv4Address('10.10.10.10'), 'remote_address': IPv4Address('10.10.30.20')}], 'Process Type': 'ProcessType.REVERSE_SESSION_HANDLER'}], 'Interface': [{'IP Address': IPv4Address('10.10.10.10')}]}, '10.10.30.20': {'Processes': [{'Connections': [{'local_port': '22', 'remote_port': 4444, 'local_address': IPv4Address('10.10.30.20'), 'remote_address': IPv4Address('10.10.10.10')}], 'Process Type': 'ProcessType.REVERSE_SESSION'}, {'Connections': [{'local_port': 21, 'local_address': IPv4Address('10.10.30.20'), 'Status': 'ProcessState.OPEN'}], 'Process Type': 'ProcessType.FEMITTER'}], 'Interface': [{'IP Address': IPv4Address('10.10.30.20')}], 'Sessions': [{'ID': 1, 'Type': 'SessionType.RED_REVERSE_SHELL', 'Agent': 'Red'}], 'System info': {'Hostname': 'Op_Server0', 'OSType': 'OperatingSystemType.LINUX'}}}",0.1
49,Restore Op_Server0,{'success': True},-0.1,PrivilegeEscalate Op_Server0,{'success': False},0.1
